,x,y,label
BJ9448,2.239108,9.046339,up_left
BJ9452,2.474001,10.282726,up_left
BJ9454,10.72021,12.693559,up_right
BJ9455,3.920786,8.087259,down_left
BJ9456,3.8449044,9.102805,down_left
BJ9457,1.2841425,9.183692,up_left
BJ9461,0.6108441,8.927475,up_left
BJ9464,9.657082,13.723119,up_right
BJ9467,4.2245555,8.801064,down_left
BJ9471,0.8163964,9.965763,up_left
BJ9473,6.40492,13.1219425,down_right
BJ9474,10.747235,12.349022,up_right
BJ9475,6.8538113,14.216398,down_right
BJ9476,7.4976363,13.643384,down_right
BJ9478,9.924016,12.976699,up_right
BJ9479,4.2705646,8.336852,down_left
BJ9480,9.792471,14.38184,up_right
BJ9481,0.88692576,7.846165,up_left
BJ9482,1.0219696,7.323799,up_left
BJ9483,3.0092158,10.828993,down_left
BJ9484,4.24158,10.829189,up_left
BJ9486,7.283297,14.503924,down_right
BJ9487,10.553267,12.239479,up_right
BJ9488,8.297791,13.747093,down_right
BJ9489,3.375978,9.09629,down_left
BJ9490,3.3783607,10.892593,down_left
BJ9491,1.7964898,9.7492075,up_left
BJ9492,0.7244939,8.267327,up_left
BJ9494,2.8513258,10.708134,down_left
BJ9495,9.689043,13.548,up_right
BJ9496,0.9613588,7.455847,up_left
BJ9498,6.620066,13.887019,down_right
BJ9499,4.5209312,11.124023,down_left
BJ9500,8.966521,14.092325,up_right
BJ9502,1.6570805,11.158062,up_left
BJ9503,6.9475894,14.110762,down_right
BJ9504,4.686994,12.742448,down_left
BJ9505,1.3809454,11.692506,up_left
BJ9506,1.3967106,9.697071,up_left
BJ9507,6.41139,13.713757,down_right
